time_ms,a0,a1,a2,a3,a4,roll,pitch
3963,510,679,483,511,907,2.61,-18.11
3983,509,678,484,511,904,3.43,-18.29
4003,510,678,484,512,908,3.37,-18.23
4023,511,681,485,513,905,3.46,-18.25
4043,510,676,485,511,903,3.71,-17.84
4063,514,677,484,513,906,3.75,-17.65
4083,510,678,486,512,906,3.69,-17.73
4103,508,678,485,513,906,3.84,-18.11
4123,510,681,484,511,901,3.83,-18.30
4143,508,678,485,510,905,3.84,-18.50
4163,514,678,485,509,905,3.75,-18.50
4183,513,678,486,511,905,3.80,-18.41
4203,511,676,486,509,906,3.81,-18.33
4223,509,676,486,513,904,3.77,-18.27
4243,511,676,484,513,904,3.75,-18.22
4263,510,676,485,510,906,3.69,-18.22
4283,510,676,486,511,905,3.62,-18.40
4303,514,682,485,510,904,3.49,-18.55
4323,509,678,486,512,906,3.37,-18.62
4343,512,676,485,510,903,3.40,-18.60
4363,508,678,486,514,904,3.53,-18.49
4383,511,678,485,511,905,3.66,-18.42
4403,508,677,484,512,905,3.61,-18.28
4423,506,680,481,508,904,3.58,-18.23
4443,513,676,486,511,905,3.50,-18.28
4463,512,678,485,513,905,3.44,-18.38
4483,511,678,485,512,905,3.46,-18.29
4503,511,678,483,512,904,3.39,-18.14
4523,510,680,484,511,902,3.34,-18.15
4543,510,677,485,509,907,3.31,-18.20
4563,511,678,486,512,905,3.31,-18.25
4583,512,677,487,512,908,3.40,-18.24
4603,509,677,490,510,903,3.42,-18.20
4623,513,678,482,511,904,3.44,-18.26
4643,512,675,487,512,903,3.44,-18.22
4663,513,677,485,510,907,3.38,-18.13
4683,510,678,483,510,906,3.35,-17.68
4703,511,677,487,509,904,3.30,-17.71
4723,510,676,485,511,904,3.31,-17.74
4743,513,676,484,511,906,3.33,-17.82
4763,511,676,486,513,905,3.33,-17.94
4783,510,676,485,512,907,3.29,-18.06
4803,509,677,486,513,905,3.25,-18.12
4823,513,677,484,512,906,3.22,-18.17
4843,510,675,485,511,900,3.24,-18.18
4863,507,681,485,513,904,3.18,-18.15
4883,512,676,485,509,906,3.14,-18.13
4903,512,678,485,512,907,3.12,-18.18
4923,510,676,485,511,907,3.19,-18.21
4943,508,676,484,512,906,3.25,-18.27
4963,512,677,485,510,906,3.33,-18.29
4983,512,679,485,511,907,3.30,-18.25
5003,511,677,485,511,907,3.28,-18.24
5023,513,675,486,510,906,3.25,-18.30
5043,513,679,484,511,904,3.26,-18.32
5063,509,679,485,513,907,3.22,-18.28
5083,511,679,486,514,902,3.11,-18.23
5103,510,676,485,513,902,3.05,-18.10
5123,508,678,483,511,905,3.08,-17.99
5143,508,678,485,512,905,3.10,-17.94
5163,507,678,488,512,904,3.10,-17.93
5183,507,679,485,512,904,3.09,-17.94
5203,509,677,485,514,905,3.14,-18.00
5223,513,678,485,513,906,3.18,-18.07
5243,506,679,486,511,905,3.24,-18.16
5263,508,678,485,512,906,3.28,-18.24
5283,510,676,485,513,905,3.30,-18.34
5303,510,678,486,510,905,3.29,-18.37
5323,508,676,486,511,905,3.25,-18.46
5343,511,680,491,507,907,3.23,-18.47
5363,509,677,485,511,905,3.24,-18.49
5383,509,675,484,514,906,3.27,-18.48
5403,511,677,483,513,908,3.30,-18.46
5423,508,678,486,511,906,3.39,-18.48
5443,509,678,485,513,905,3.39,-18.54
5463,510,676,485,514,906,3.41,-18.54
5483,510,680,485,511,907,3.43,-18.55
5503,509,677,487,511,906,3.45,-18.60
5523,510,680,486,512,907,3.44,-18.63
5543,511,678,486,512,904,3.40,-18.70
5563,510,678,485,510,903,3.40,-18.74
5583,510,677,481,513,905,3.44,-18.70
5603,511,678,484,513,906,3.47,-18.62
5623,511,677,486,511,903,3.47,-18.63
5643,510,679,484,511,906,3.42,-18.59
5663,511,678,486,513,906,3.40,-18.56
5683,509,678,487,512,905,3.41,-18.52
5703,511,678,485,511,905,3.43,-18.48
5723,512,676,486,512,908,3.46,-18.44
5743,513,677,486,513,906,3.44,-18.46
5763,511,677,486,512,903,3.42,-18.56
5783,511,677,484,512,903,3.43,-18.64
5803,510,679,484,513,904,3.44,-18.67
5823,510,679,485,512,905,3.41,-18.67
5843,508,679,485,510,902,3.40,-18.66
5863,510,678,485,513,905,3.40,-18.57
5883,510,679,486,511,906,3.40,-18.54
5903,511,678,487,513,907,3.37,-18.51
5923,510,678,486,513,907,3.37,-18.45
5943,510,677,487,511,906,3.43,-18.37
5963,511,677,485,512,906,3.46,-18.38
5983,510,678,487,515,904,3.47,-18.42
6003,510,679,487,513,907,3.49,-18.44
6023,511,677,486,512,905,3.49,-18.43
6043,511,677,486,511,906,3.48,-18.43
6063,510,679,485,511,904,3.47,-18.45
6083,510,679,485,513,907,3.44,-18.50
6103,510,679,486,514,902,3.43,-18.53
6123,511,678,484,513,905,3.45,-18.54
6143,510,676,486,514,905,3.46,-18.54
6163,512,679,485,512,906,3.43,-18.55
6183,512,678,486,515,906,3.43,-18.57
6203,511,676,484,512,905,3.46,-18.54
6223,510,675,487,513,905,3.46,-18.47
6243,512,678,487,513,906,3.42,-18.45
6263,509,678,486,513,902,3.41,-18.43
6283,511,678,487,515,904,3.42,-18.44
6303,509,677,488,512,903,3.45,-18.47
6323,512,678,485,513,903,3.43,-18.49
6343,511,681,485,513,904,3.44,-18.52
6363,511,677,488,515,906,3.44,-18.57
6383,509,678,488,513,902,3.51,-18.59
6403,511,677,485,516,904,3.53,-18.63
6423,511,679,485,512,905,3.53,-18.61
6443,512,680,487,513,905,3.46,-18.59
6463,510,678,484,512,905,3.45,-18.57
6483,510,677,486,513,902,3.47,-18.59
6503,510,677,487,514,904,3.48,-18.67
6523,509,678,483,516,906,3.50,-18.73
6543,511,679,487,515,905,3.59,-18.67
6563,512,678,486,515,905,3.64,-18.69
6583,507,677,488,510,906,3.71,-18.73
6603,511,679,485,516,904,3.63,-18.75
6623,509,675,488,511,907,3.69,-18.73
6643,510,678,485,517,905,3.72,-18.66
6663,512,679,485,514,907,3.74,-18.64
6683,511,677,486,514,907,3.71,-18.66
6703,509,677,487,514,904,3.68,-18.65
6723,510,677,485,511,909,3.70,-18.63
6743,510,678,483,514,905,3.75,-18.57
6763,510,678,484,514,908,3.74,-18.55
6783,511,679,485,515,904,3.71,-18.61
6803,513,680,485,515,904,3.64,-18.66
6823,510,680,485,515,905,3.64,-18.67
6843,509,677,486,512,905,3.63,-18.70
6863,513,678,483,514,906,3.65,-18.76
6883,513,680,487,512,901,3.66,-18.76
6903,514,680,487,515,907,3.60,-18.71
6923,513,679,485,513,906,3.55,-18.62
6943,512,679,488,515,903,3.55,-18.55
6963,511,678,486,514,903,3.51,-18.49
6983,513,677,488,516,905,3.45,-18.61
7003,508,679,487,514,903,3.47,-18.61
7023,514,677,487,514,905,3.52,-18.62
7043,512,678,488,513,907,3.58,-18.65
7063,509,678,486,515,907,3.62,-18.67
7083,511,678,487,514,906,3.62,-18.75
7103,511,680,485,512,906,3.64,-18.91
7123,511,677,486,516,902,3.68,-18.91
7143,513,677,489,515,906,3.70,-18.88
7163,510,675,487,513,905,3.68,-18.79
7183,510,680,486,512,906,3.62,-18.68
7203,511,678,486,512,907,3.59,-18.63
7223,511,678,488,514,908,3.57,-18.59
7243,512,678,486,515,903,3.63,-18.52
7263,511,677,486,515,904,3.64,-18.51
7283,512,678,484,515,906,3.63,-18.54
7303,512,680,484,515,907,3.64,-18.62
7323,512,677,487,513,905,3.74,-18.55
7343,513,678,486,514,902,3.81,-18.57
7363,511,677,488,514,907,3.85,-18.63
7383,512,680,486,514,906,3.87,-18.69
7403,512,680,486,512,908,3.86,-18.71
7423,510,680,487,514,904,3.86,-18.69
7443,514,679,485,513,903,3.84,-18.63
7463,511,678,483,516,907,3.78,-18.63
7483,511,678,487,514,905,3.76,-18.63
7503,512,680,487,514,904,3.82,-18.65
7523,513,678,485,514,903,3.86,-18.68
7543,513,677,488,512,906,3.89,-18.78
7563,511,679,486,514,903,3.93,-18.80
7583,511,679,488,513,905,3.99,-18.79
7603,512,675,487,511,906,3.95,-18.83
7623,513,677,486,515,903,3.90,-18.86
7643,508,678,488,513,905,3.90,-18.82
7663,510,679,486,515,905,3.89,-18.75
7683,511,678,486,514,905,3.83,-18.73
7703,510,680,485,512,904,3.80,-18.69
7723,512,677,487,516,904,3.77,-18.65
7743,508,679,487,513,907,3.75,-18.63
7763,512,682,487,513,906,3.78,-18.66
7783,513,678,486,516,904,3.82,-18.69
7803,513,679,488,516,906,3.85,-18.75
7823,512,677,485,515,902,3.88,-18.77
7843,512,676,485,513,901,3.88,-18.78
7863,513,678,488,515,905,3.87,-18.81
7883,514,679,488,516,905,3.85,-18.77
7903,512,678,487,514,905,3.82,-18.70
7923,511,677,488,513,905,3.77,-18.65
7943,512,677,487,512,905,3.68,-18.64
7963,511,677,485,514,904,3.61,-18.65
7983,511,678,488,514,906,3.56,-18.62
8003,510,680,487,514,908,3.53,-18.60
8023,513,680,487,515,909,3.56,-18.58
8043,511,679,489,516,903,3.61,-18.63
8063,509,678,487,515,903,3.58,-18.70
8083,511,677,486,512,904,3.57,-18.73
8103,513,679,486,516,903,3.55,-18.73
8123,508,677,487,514,907,3.53,-18.68
8143,513,678,487,515,904,3.51,-18.61
8163,513,678,486,514,903,3.45,-18.53
8183,514,679,487,512,902,3.44,-18.55
8203,513,677,485,514,904,3.42,-18.57
8223,511,676,486,516,906,3.42,-18.49
8243,512,679,488,514,905,3.47,-18.49
8263,514,678,488,513,904,3.49,-18.57
8283,509,676,489,514,905,3.51,-18.68
8303,512,679,487,515,901,3.54,-18.76
8323,513,677,487,514,905,3.56,-18.80
8343,510,675,486,513,904,3.61,-18.81
8363,512,678,485,514,904,3.62,-18.85
8383,511,678,486,512,903,3.57,-18.87
8403,510,678,488,515,905,3.54,-18.85
8423,509,678,488,514,904,3.54,-18.76
8443,510,678,487,514,907,3.49,-18.69
8463,512,679,487,513,905,3.44,-18.70
8483,514,678,487,513,905,3.43,-18.69
8503,512,678,484,514,905,3.48,-18.64
8523,512,679,489,515,901,3.52,-18.64
8543,506,678,487,514,906,3.54,-18.66
8563,512,675,486,515,906,3.56,-18.66
8583,510,680,489,515,908,3.59,-18.70
8603,511,676,485,516,902,3.56,-18.76
8623,508,678,486,514,906,3.54,-18.75
8643,511,678,487,516,906,3.56,-18.72
8663,515,676,485,514,904,3.55,-18.72
8683,512,679,489,511,905,3.47,-18.70
8703,511,678,487,515,905,3.49,-18.63
8723,511,679,487,512,907,3.43,-18.62
8743,510,679,489,512,904,3.42,-18.65
8763,513,677,488,518,906,3.46,-18.67
8783,511,678,486,514,903,3.49,-18.69
8803,510,677,488,514,904,3.50,-18.72
8823,509,679,486,515,905,3.53,-18.73
8843,513,682,488,516,905,3.54,-18.73
8863,511,678,486,515,906,3.53,-18.73
8883,512,678,487,513,903,3.50,-18.73
8903,509,677,487,516,904,3.49,-18.66
8923,516,678,489,515,906,3.45,-18.60
8943,511,681,488,515,904,3.44,-18.61
8963,512,679,489,516,906,3.45,-18.64
8983,510,677,484,515,904,3.44,-18.62
9003,510,677,490,513,905,3.44,-18.54
9023,511,676,489,514,906,3.45,-18.60
9043,511,678,488,515,905,3.55,-18.65
9063,511,677,486,515,904,3.61,-18.66
9083,512,676,486,516,908,3.63,-18.65
9103,511,677,488,516,908,3.58,-18.65
9123,514,680,486,515,904,3.53,-18.59
9143,512,676,489,515,905,3.46,-18.53
9163,511,678,488,514,904,3.40,-18.54
9183,511,679,485,513,906,3.39,-18.51
9203,512,677,487,515,906,3.39,-18.43
9223,515,682,488,517,905,3.33,-18.45
9243,513,678,485,516,905,3.35,-18.48
9263,511,680,486,517,904,3.39,-18.47
9283,513,678,489,515,907,3.41,-18.45
9303,511,680,487,514,904,3.47,-18.46
9323,511,677,488,514,906,3.47,-18.49
9343,513,676,487,513,904,3.46,-18.54
9363,514,678,489,515,907,3.47,-18.53
9383,512,680,487,515,904,3.51,-18.56
9403,513,679,486,516,908,3.50,-18.56
9423,514,677,487,515,903,3.49,-18.52
9443,512,678,483,515,905,3.48,-18.47
9463,511,677,487,519,906,3.48,-18.45
9483,510,678,487,517,905,3.52,-18.45
9503,507,677,487,516,904,3.52,-18.48
9523,512,676,489,514,906,3.52,-18.55
9543,511,678,487,514,905,3.56,-18.61
9563,511,676,489,513,904,3.63,-18.58
9583,514,679,487,516,905,3.59,-18.56
9603,508,678,487,515,904,3.53,-18.59
9623,511,676,489,515,906,3.49,-18.50
9643,513,680,487,515,904,3.47,-18.44
9663,507,680,490,513,906,3.38,-18.43
9683,512,677,486,516,908,3.39,-18.42
9703,514,676,488,517,905,3.34,-18.43
9723,512,682,490,513,904,3.34,-18.44
9743,509,677,488,516,905,3.36,-18.46
9763,513,680,488,516,904,3.38,-18.51
9783,511,678,487,516,905,3.33,-18.53
9803,511,677,488,515,904,3.34,-18.55
9823,509,680,490,515,905,3.35,-18.52
9843,513,679,485,516,905,3.35,-18.50
9863,510,678,483,516,905,3.34,-18.50
9883,514,680,485,515,906,3.36,-18.47
9903,510,680,486,515,906,3.37,-18.40
9923,510,674,487,515,902,3.35,-18.40
9943,511,676,487,515,907,3.31,-18.49
9963,511,678,486,513,905,3.36,-18.58
9983,512,680,488,515,906,3.50,-18.64
10003,510,676,488,516,904,3.45,-18.69
10023,511,677,489,513,905,3.44,-18.73
10043,510,679,488,515,905,3.47,-18.73
10063,512,675,487,517,905,3.46,-18.74
10083,514,679,487,517,906,3.42,-18.72
10103,513,680,484,512,906,3.43,-18.68
10123,510,679,486,515,904,3.42,-18.60
10143,511,677,487,515,905,3.39,-18.57
10163,511,680,487,515,905,3.36,-18.56
10183,513,679,487,516,906,3.35,-18.53
10203,512,675,489,514,904,3.37,-18.56
10223,516,678,486,517,905,3.38,-18.62
10243,510,678,487,516,905,3.41,-18.64
10263,512,679,488,515,902,3.36,-18.40
10283,511,681,490,516,903,3.40,-18.35
10303,515,680,486,515,906,3.42,-18.32
10323,509,678,487,516,905,3.40,-18.31
10343,513,678,489,518,905,3.39,-18.31
10363,512,677,487,519,904,3.39,-18.29
10383,510,679,488,516,904,3.42,-18.27
10403,514,676,489,518,905,3.38,-18.28
10423,511,680,488,517,905,3.38,-18.31
10443,513,676,488,514,906,3.38,-18.36
10463,508,677,487,514,905,3.41,-18.42
10483,513,679,488,517,908,3.45,-18.46
10503,512,675,490,516,907,3.45,-18.48
10523,510,679,489,515,901,3.45,-18.49
10543,514,679,489,516,906,3.42,-18.48
10563,515,679,487,516,906,3.43,-18.48
10583,509,681,490,516,907,3.42,-18.48
10603,512,678,488,515,907,3.44,-18.50
10623,510,678,484,517,906,3.45,-18.52
10643,516,678,490,517,905,3.46,-18.54
10663,513,677,487,514,905,3.49,-18.58
10683,512,679,489,515,905,3.49,-18.62
10703,511,677,486,515,901,3.49,-18.62
10723,513,676,486,519,903,3.50,-18.58
10743,511,678,491,515,904,3.48,-18.53
10763,512,677,488,516,906,3.46,-18.51
10783,512,677,489,515,903,3.46,-18.48
10803,513,679,489,517,905,3.47,-18.50
10823,515,678,488,516,904,3.45,-18.53
10843,512,677,491,516,905,3.44,-18.58
10863,511,677,489,515,902,3.42,-18.58
10883,511,677,487,516,905,3.37,-18.58
10903,512,677,486,517,909,3.37,-18.56
10923,512,679,489,516,906,3.40,-18.53
10943,512,676,486,516,900,3.40,-18.51
10963,515,678,490,516,905,3.41,-18.50
10983,515,678,488,516,903,3.45,-18.50
11003,509,679,486,514,903,3.44,-18.49
11023,513,678,489,517,903,3.44,-18.47
11043,513,680,489,515,904,3.44,-18.44
11063,511,680,488,515,905,3.43,-18.40
11083,513,676,488,516,905,3.45,-18.39
11103,514,677,490,514,904,3.46,-18.42
11123,513,680,486,516,906,3.44,-18.45
11143,516,677,488,517,907,3.45,-18.50
11163,512,677,488,517,905,3.48,-18.54
11183,513,678,490,517,902,3.49,-18.56
11203,509,678,489,513,904,3.50,-18.58
11223,513,680,487,514,904,3.49,-18.61
11243,514,678,487,514,907,3.50,-18.56
11263,515,678,489,519,908,3.52,-18.48
11283,511,680,490,516,903,3.50,-18.46
11303,512,679,487,517,907,3.45,-18.47
11323,513,677,489,517,906,3.43,-18.51
11343,512,678,489,517,903,3.43,-18.52
11363,511,681,489,514,907,3.46,-18.54
11383,515,679,487,516,905,3.43,-18.57
11403,514,679,488,519,904,3.42,-18.59
11423,511,677,484,515,905,3.40,-18.56
11443,514,680,491,515,906,3.40,-18.51
11463,514,680,488,517,906,3.35,-18.46
11483,513,680,493,515,906,3.32,-18.45
11503,513,679,488,516,906,3.33,-18.48
11523,513,682,489,515,906,3.36,-18.49
11543,513,678,490,518,904,3.36,-18.50
11563,511,677,489,518,902,3.37,-18.53
11583,513,681,488,517,904,3.34,-18.55
11603,512,677,493,517,906,3.36,-18.58
11623,515,680,490,516,907,3.39,-18.58
11643,513,678,488,514,906,3.44,-18.53
11663,514,678,490,518,905,3.46,-18.48
11683,513,676,492,518,904,3.44,-18.50
11703,510,679,493,513,903,3.45,-18.52
11723,514,677,488,516,904,3.46,-18.53
11743,512,681,489,515,906,3.42,-18.49
11763,511,679,489,516,903,3.42,-18.47
11783,511,679,487,519,907,3.41,-18.46
11803,510,677,488,518,903,3.41,-18.48
11823,517,678,488,519,903,3.44,-18.48
11843,510,676,488,515,905,3.46,-18.47
11863,513,678,486,516,905,3.45,-18.46
11883,512,680,490,517,905,3.41,-18.50
11903,513,676,489,515,907,3.41,-18.51
11923,513,680,489,514,905,3.39,-18.49
11943,515,678,489,516,905,3.36,-18.50
11963,514,679,489,515,904,3.35,-18.50
11983,515,677,489,518,902,3.37,-18.52
12003,512,676,491,518,903,3.37,-18.56
12023,515,677,488,518,903,3.37,-18.56
12043,513,678,488,518,905,3.35,-18.57
12063,514,680,491,514,907,3.33,-18.56
12083,513,681,488,516,903,3.32,-18.52
12103,511,679,489,515,907,3.33,-18.51
12123,515,681,488,517,905,3.37,-18.47
12143,510,677,489,517,906,3.41,-18.49
12163,514,679,487,518,907,3.41,-18.54
12183,512,680,486,514,905,3.43,-18.61
12203,512,678,491,517,906,3.42,-18.64
12223,512,679,489,516,904,3.45,-18.62
12243,512,678,490,517,906,3.48,-18.58
12263,512,677,488,515,908,3.44,-18.55
12283,512,678,488,517,906,3.37,-18.53
12303,513,679,488,515,907,3.29,-18.49
12323,513,677,489,519,906,3.29,-18.46
12343,513,679,489,517,907,3.29,-18.44
12363,511,677,489,515,906,3.33,-18.46
12383,512,678,489,516,906,3.32,-18.50
12403,512,677,492,517,905,3.34,-18.56
12423,513,679,490,516,907,3.34,-18.58
12443,513,675,489,517,907,3.40,-18.57
12463,513,680,488,517,904,3.40,-18.54
12483,515,678,488,519,904,3.35,-18.55
12503,515,678,488,518,906,3.31,-18.57
12523,510,679,490,516,906,3.33,-18.59
12543,512,678,490,516,903,3.29,-18.59
12563,517,677,490,516,903,3.27,-18.61
12583,511,677,489,516,906,3.25,-18.62
12603,513,677,489,518,905,3.28,-18.65
12623,513,679,489,516,903,3.29,-18.68
12643,515,677,489,515,903,3.28,-18.70
12663,512,677,490,518,908,3.29,-18.72
12683,515,677,489,513,904,3.32,-18.70
12703,512,677,488,516,906,3.34,-18.66
12723,515,675,488,519,906,3.36,-18.64
12743,510,679,488,515,905,3.42,-18.62
12763,516,677,492,517,904,3.48,-18.61
12783,512,680,487,516,906,3.52,-18.61
12803,512,680,492,517,906,3.53,-18.65
12823,514,679,492,517,904,3.51,-18.68
12843,513,683,490,518,905,3.54,-18.68
12863,515,676,490,516,903,3.53,-18.49
12883,511,681,490,516,906,3.49,-18.51
12903,513,679,490,517,906,3.47,-18.53
12923,514,676,491,519,904,3.43,-18.53
12943,511,676,488,519,905,3.43,-18.48
12963,511,677,491,517,902,3.42,-18.46
12983,511,677,491,517,906,3.36,-18.46
13003,513,679,492,517,909,3.34,-18.44
13023,512,678,486,517,905,3.30,-18.49
13043,514,678,486,518,907,3.29,-18.42
13063,512,677,488,516,907,3.26,-18.40
13083,514,678,489,517,907,3.24,-18.41
13103,515,678,491,519,906,3.28,-18.42
13123,512,679,491,517,905,3.29,-18.42
13143,514,680,488,517,905,3.31,-18.46
13163,517,678,489,517,904,3.29,-18.49
13183,516,679,490,518,908,3.28,-18.47
13203,514,680,489,517,902,3.29,-18.41
13223,513,681,493,515,904,3.28,-18.38
13243,514,679,490,517,906,3.26,-18.40
13263,512,677,491,516,906,3.25,-18.43
13283,513,678,490,518,905,3.24,-18.45
13303,514,679,487,515,908,3.19,-18.48
13323,514,678,488,520,904,3.19,-18.54
13343,511,676,490,517,907,3.21,-18.51
13363,514,677,488,517,905,3.21,-18.51
13383,514,677,488,517,906,3.17,-18.46
13403,514,678,489,518,909,3.16,-18.40
13423,514,678,485,517,908,3.18,-18.37
13443,515,678,490,514,904,3.16,-18.39
13463,515,678,489,516,906,3.15,-18.45
13483,512,680,489,516,903,3.19,-18.48
13503,511,680,491,515,906,3.24,-18.58
13523,513,679,489,516,905,3.30,-18.67
13543,513,679,489,517,903,3.31,-18.73
13563,514,677,490,517,911,3.29,-18.75
13583,515,678,488,516,902,3.29,-18.72
13603,510,677,490,514,906,3.24,-18.65
13623,513,677,490,520,907,3.22,-18.56
13643,513,675,490,518,907,3.21,-18.43
13663,515,677,488,519,906,3.17,-18.34
13683,516,677,488,519,904,3.14,-18.29
13703,514,677,487,516,906,3.14,-18.27
13723,512,677,488,517,903,3.19,-18.29
13743,513,678,490,516,905,3.20,-18.36
13763,515,677,491,516,904,3.26,-18.39
13783,514,680,490,517,904,3.27,-18.46
13803,517,681,489,516,910,3.31,-18.47
13823,514,679,488,515,902,3.33,-18.47
13843,513,679,489,517,905,3.34,-18.50
13863,513,675,489,518,906,3.32,-18.52
13883,515,677,490,517,904,3.36,-18.46
13903,513,678,488,518,907,3.37,-18.40
13923,514,679,488,515,903,3.40,-18.41
13943,511,679,490,519,903,3.41,-18.48
13963,516,677,491,518,903,3.38,-18.57
13983,513,679,489,516,905,3.38,-18.61
14003,514,678,490,517,904,3.33,-18.62
14023,513,680,491,512,902,3.33,-18.55
14043,512,679,491,518,904,3.30,-18.50
14063,514,679,489,518,906,3.27,-18.49
14083,513,679,490,515,907,3.25,-18.51
14103,512,678,487,518,904,3.28,-18.50
14123,510,677,491,519,903,3.30,-18.49
14143,516,678,490,517,904,3.36,-18.54
14163,513,679,490,516,904,3.38,-18.55
14183,515,681,490,517,904,3.41,-18.52
14203,516,678,489,517,907,3.42,-18.48
14223,516,678,490,516,906,3.42,-18.41
14243,515,678,489,519,904,3.39,-18.35
14263,514,679,492,517,905,3.36,-18.36
14283,516,678,489,519,903,3.34,-18.41
14303,515,677,490,519,902,3.36,-18.45
14323,517,679,490,519,905,3.41,-18.45
14343,516,679,488,517,905,3.43,-18.42
14363,515,678,489,518,910,3.43,-18.44
14383,514,678,492,520,904,3.39,-18.46
14403,514,678,491,515,906,3.38,-18.46
14423,513,678,489,519,907,3.36,-18.45
14443,513,677,491,517,905,3.34,-18.41
14463,515,679,490,516,908,3.32,-18.40
14483,515,678,489,518,905,3.32,-18.39
14503,514,678,490,517,903,3.33,-18.36
14523,513,678,489,519,902,3.31,-18.36
14543,513,683,489,518,905,3.26,-18.37
14563,515,680,487,515,908,3.25,-18.35
14583,516,678,491,515,902,3.28,-18.30
14603,515,680,491,516,903,3.29,-18.26
14623,514,678,491,517,906,3.29,-18.22
14643,512,678,493,519,906,3.26,-18.24
14663,516,678,490,518,907,3.26,-18.31
14683,514,678,488,520,907,3.29,-18.32
14703,509,677,491,516,904,3.32,-18.33
14723,515,681,489,514,907,3.32,-18.32
14743,514,678,489,517,905,3.29,-18.32
14763,513,679,491,516,906,3.26,-18.31
14783,513,680,491,519,904,3.23,-18.29
14803,513,676,491,517,904,3.21,-18.29
14823,515,680,489,515,908,3.19,-18.27
14843,517,680,490,517,905,3.19,-18.26
14863,516,680,490,517,905,3.18,-18.22
14883,518,678,488,519,905,3.16,-18.20
14903,515,678,490,519,904,3.16,-18.22
14923,512,675,491,515,904,3.08,-18.23
14943,515,679,491,517,901,3.06,-18.27
14963,514,678,491,516,907,3.06,-18.28
14983,516,679,485,515,903,3.07,-18.28
15003,513,679,493,516,904,3.07,-18.32
15023,513,678,491,518,907,3.06,-18.36
15043,516,677,492,519,902,3.02,-18.35
15063,514,678,490,516,906,3.03,-18.31
15083,513,680,492,515,904,3.02,-18.30
15103,517,678,490,517,904,2.99,-18.34
15123,514,681,492,519,906,2.96,-18.39
15143,513,677,490,518,906,2.98,-18.40
15163,515,679,489,518,908,3.02,-18.39
15183,515,678,489,516,905,3.02,-18.37
15203,518,678,490,519,902,2.98,-18.36
15223,515,677,491,520,908,2.95,-18.36
15243,512,678,489,519,905,2.94,-18.35
15263,519,679,485,518,906,2.93,-18.29
15283,515,675,491,519,906,2.92,-18.24
15303,515,677,489,517,904,2.85,-18.28
15323,514,680,491,518,906,2.86,-18.30
15343,513,676,491,518,905,2.88,-18.26
15363,514,677,491,518,906,2.92,-18.24
15383,516,675,489,517,906,2.89,-18.28
15403,515,681,491,518,905,2.87,-18.30
15423,516,677,493,518,906,2.88,-18.29
15443,513,679,490,519,904,2.93,-18.33
15463,512,675,491,520,899,2.98,-18.40
15483,513,678,490,520,906,2.93,-18.48
15503,513,679,491,519,906,2.88,-18.53
15523,513,678,489,517,907,2.88,-18.52
15543,515,677,491,518,907,2.90,-18.49
15563,512,678,492,516,907,2.90,-18.47
15583,514,675,487,518,904,2.91,-18.46
15603,514,678,492,513,903,2.93,-18.42
15623,515,679,491,517,907,2.98,-18.41
15643,515,679,491,517,906,2.97,-18.44
15663,514,677,489,517,909,2.95,-18.48
15683,515,679,490,518,907,2.97,-18.51
15703,513,678,490,520,905,2.99,-18.50
15723,515,677,491,520,907,3.00,-18.47
15743,514,679,492,514,904,3.01,-18.44
15763,514,679,491,516,902,3.01,-18.44
15783,516,679,491,516,905,3.04,-18.45
15803,513,677,490,520,903,3.01,-18.43
15823,514,679,490,518,905,3.00,-18.39
15843,517,675,491,515,907,2.97,-18.41
15863,515,677,489,516,906,2.96,-18.44
15883,516,680,491,519,904,2.93,-18.44
15903,518,679,490,517,907,2.95,-18.41
15923,515,680,489,517,906,2.97,-18.36
15943,516,678,489,520,907,2.93,-18.33
15963,515,678,489,521,905,2.91,-18.36
15983,513,678,490,519,909,2.91,-18.37
16003,514,677,489,518,906,2.92,-18.41
16023,514,675,491,515,906,2.90,-18.44
16043,515,676,488,517,903,2.89,-18.44
16063,514,676,493,517,905,2.89,-18.39
16083,513,679,491,516,907,2.90,-18.35
16103,513,677,488,518,905,2.88,-18.29
16123,514,680,491,518,907,2.87,-18.26
16143,514,679,492,517,903,2.86,-18.30
16163,514,675,490,522,904,2.87,-18.32
16183,515,679,490,521,904,2.91,-18.33
