time_ms,a0,a1,a2,a3,a4,roll,pitch
3973,546,416,477,483,841,3.97,-15.58
3993,550,410,478,485,840,3.78,-15.69
4013,544,413,479,486,843,3.76,-15.71
4033,548,413,480,484,843,3.72,-15.80
4053,549,413,479,483,842,3.71,-15.81
4073,547,412,478,485,842,3.67,-15.82
4093,550,410,478,487,844,3.80,-15.80
4113,549,413,478,486,842,3.91,-15.76
4133,547,415,478,487,840,3.93,-15.77
4153,546,411,478,483,839,3.92,-15.75
4173,545,413,479,486,841,3.88,-15.79
4193,548,413,479,484,839,3.86,-15.73
4213,548,412,480,486,841,3.85,-15.71
4233,547,412,478,486,845,3.87,-15.77
4253,546,410,479,484,844,3.88,-15.79
4273,543,414,479,485,842,3.91,-15.77
4293,547,414,479,485,837,3.83,-15.75
4313,545,409,480,485,837,3.85,-15.76
4333,548,415,479,484,841,3.76,-15.81
4353,544,413,479,485,843,3.81,-15.79
4373,547,412,480,485,843,3.80,-15.85
4393,542,412,482,486,841,3.81,-15.82
4413,547,413,479,486,838,3.82,-15.88
4433,546,411,479,487,840,3.82,-15.92
4453,548,413,475,484,839,3.83,-15.91
4473,541,413,480,485,840,3.86,-15.86
4493,546,411,478,486,841,3.81,-15.78
4513,544,413,479,485,840,3.80,-15.76
4533,547,414,479,485,839,3.74,-15.79
4553,546,414,481,487,843,3.77,-15.79
4573,547,413,479,486,841,3.89,-15.76
4593,548,414,480,484,843,3.88,-15.80
4613,547,415,479,486,841,3.91,-15.84
4633,550,412,479,484,840,3.90,-15.89
4653,546,414,480,486,837,3.88,-15.90
4673,543,412,478,485,842,3.86,-15.90
4693,545,412,478,486,841,3.84,-15.92
4713,547,411,478,486,845,3.83,-15.92
4733,547,414,480,485,840,3.84,-15.89
4753,546,415,479,486,841,3.79,-15.83
4773,546,417,478,485,844,3.84,-15.82
4793,546,415,480,487,843,3.82,-15.84
4813,548,412,479,490,842,3.83,-15.86
4833,544,415,480,484,841,3.80,-15.88
4853,546,412,480,489,844,3.81,-15.91
4873,547,411,480,488,836,3.82,-15.95
4893,545,410,478,485,839,3.83,-15.95
4913,547,415,482,485,841,3.84,-15.99
4933,544,412,479,486,840,3.82,-15.99
4953,546,413,478,485,841,3.81,-15.96
4973,548,414,478,485,842,3.80,-15.94
4993,547,413,479,487,840,3.78,-15.94
5013,544,412,478,486,841,3.82,-15.91
5033,544,412,479,486,843,3.83,-15.93
5053,548,413,480,486,844,3.79,-15.92
5073,547,412,481,486,840,3.77,-15.94
5093,545,411,480,486,840,3.77,-15.96
5113,544,413,478,484,840,3.76,-15.93
5133,548,415,482,486,844,3.77,-15.93
5153,545,413,478,488,842,3.76,-15.87
5173,548,415,478,489,841,3.75,-15.88
5193,547,413,480,485,842,3.73,-15.88
5213,546,414,481,484,843,3.74,-15.87
5233,547,411,480,489,843,3.74,-15.87
5253,546,415,479,488,842,3.75,-15.91
5273,548,413,479,485,841,3.74,-15.90
5293,548,411,480,487,842,3.75,-15.93
5313,546,408,481,487,840,3.76,-15.97
5333,544,413,479,484,842,3.79,-15.99
5353,546,412,480,487,842,3.78,-16.06
5373,546,412,481,486,843,3.76,-16.10
5393,545,414,480,487,841,3.76,-16.12
5413,543,414,477,486,843,3.75,-16.12
5433,546,413,479,484,841,3.76,-16.12
5453,545,413,479,484,840,3.73,-16.14
5473,544,412,479,485,842,3.72,-16.19
5493,547,414,481,485,842,3.71,-16.24
5513,542,410,479,486,842,3.71,-16.26
5533,548,415,480,486,843,3.76,-16.30
5553,546,414,481,488,840,3.79,-16.31
5573,545,410,478,485,838,3.73,-16.35
5593,546,412,479,485,841,3.75,-16.34
5613,544,415,479,488,840,3.75,-16.28
5633,546,413,479,487,840,3.73,-16.24
5653,548,411,479,489,836,3.74,-16.27
5673,547,414,480,486,841,3.77,-16.28
5693,548,411,480,487,843,3.79,-16.26
5713,548,413,480,485,839,3.78,-16.31
5733,547,414,479,486,842,3.81,-16.29
5753,547,414,481,486,842,3.80,-16.29
5773,547,414,481,486,840,3.80,-16.26
5793,547,414,479,488,839,3.80,-16.22
5813,546,414,481,489,840,3.81,-16.20
5833,545,411,479,486,841,3.82,-16.18
5853,547,414,478,485,843,3.84,-16.17
5873,547,414,480,485,844,3.81,-16.18
5893,545,411,478,485,843,3.79,-16.17
