time_ms,a0,a1,a2,a3,a4,roll,pitch
3953,553,532,707,714,911,5.89,-27.55
3973,554,531,710,714,911,6.10,-27.73
3993,558,533,712,713,910,5.93,-27.65
4013,556,532,710,713,914,5.64,-27.70
4033,551,532,709,714,911,5.68,-27.96
4053,554,532,704,715,911,5.69,-27.89
4073,556,530,709,715,912,5.69,-27.85
4093,552,531,710,714,911,5.67,-27.86
4113,553,533,710,712,911,5.63,-27.84
4133,555,532,709,714,912,5.42,-27.89
4153,553,533,709,714,909,5.50,-27.86
4173,553,533,710,717,911,5.35,-27.95
4193,554,533,709,716,912,5.43,-27.96
4213,557,531,709,715,911,5.42,-27.90
4233,556,531,709,715,910,5.39,-27.66
4253,553,532,710,717,912,5.32,-27.60
4273,556,532,707,715,913,5.26,-27.69
4293,552,531,710,713,914,5.40,-27.77
4313,554,533,707,714,910,5.47,-27.74
4333,553,530,709,716,910,5.37,-27.63
4353,554,532,708,716,909,5.40,-27.60
4373,554,530,708,712,911,5.42,-27.54
4393,555,530,710,713,912,5.42,-27.56
4413,555,529,708,715,909,5.52,-27.62
4433,552,531,710,715,914,5.54,-27.58
4453,554,534,707,716,910,5.66,-27.47
4473,556,529,707,713,912,5.53,-27.48
4493,557,528,709,714,908,5.57,-27.57
4513,553,530,710,715,912,5.58,-27.60
4533,557,531,709,714,913,5.61,-27.55
4553,554,533,708,711,912,5.58,-27.58
4573,554,532,710,714,913,5.59,-27.58
4593,554,531,711,714,913,5.61,-27.52
4613,554,530,711,714,911,5.64,-27.48
4633,556,532,710,714,911,5.60,-27.42
4653,553,533,711,712,910,5.55,-27.36
4673,556,532,711,716,912,5.50,-27.42
4693,551,532,709,714,911,5.50,-27.52
4713,557,534,710,711,911,5.49,-27.62
4733,558,531,708,714,911,5.40,-27.59
4753,556,533,712,714,913,5.36,-27.55
4773,549,533,707,713,913,5.37,-27.48
4793,553,529,712,712,911,5.41,-27.47
4813,554,536,709,714,911,5.39,-27.52
4833,553,531,708,716,913,5.39,-27.54
4853,559,532,708,711,911,5.36,-27.55
4873,553,531,709,715,911,5.26,-27.52
4893,554,528,710,718,912,5.21,-27.39
4913,558,533,709,714,913,5.26,-27.42
4933,553,531,709,716,910,5.21,-27.44
4953,551,531,709,715,910,5.18,-27.40
4973,556,529,711,713,914,5.13,-27.45
4993,552,530,710,712,912,5.09,-27.50
5013,555,533,709,712,915,5.29,-27.25
5033,555,531,711,713,912,5.14,-27.07
5053,554,532,710,713,909,5.05,-27.02
5073,557,528,708,715,910,5.00,-27.07
5093,555,531,710,714,912,4.95,-27.09
5113,552,534,707,714,912,4.86,-27.10
5133,557,532,710,715,912,4.80,-27.09
5153,555,532,709,710,913,4.80,-27.18
5173,556,531,712,712,913,4.80,-27.30
5193,556,534,710,712,911,4.77,-27.40
5213,557,531,709,712,913,4.64,-27.46
5233,557,532,710,714,911,4.48,-27.42
5253,558,530,709,713,911,4.45,-27.30
5273,557,531,709,714,911,4.40,-27.19
5293,556,534,710,715,910,4.41,-27.07
5313,557,529,708,711,912,5.03,-26.18
5333,559,531,712,715,910,5.36,-25.71
5353,561,531,707,715,914,5.58,-25.36
5373,559,530,709,713,913,5.52,-25.21
5393,562,528,711,712,913,5.38,-25.18
5413,558,530,709,713,911,5.19,-25.21
5433,562,530,710,713,910,5.00,-25.26
5453,561,530,708,716,912,4.88,-25.16
5473,558,534,708,715,910,4.83,-25.08
5493,562,533,708,715,910,4.80,-25.04
5513,560,531,711,713,913,4.77,-24.99
5533,558,532,710,713,910,4.70,-24.91
5553,561,533,710,714,913,4.67,-24.81
5573,563,531,711,712,911,4.63,-24.71
5593,559,531,710,714,911,4.60,-24.64
5613,562,535,709,713,912,4.55,-24.58
5633,566,534,709,711,912,4.58,-24.50
5653,564,534,709,713,907,4.59,-24.46
5673,564,532,709,715,910,4.59,-24.43
5693,559,533,710,716,910,4.56,-24.44
5713,562,533,710,714,911,4.58,-24.48
5733,559,535,709,715,910,4.59,-24.46
5753,561,526,709,715,911,4.57,-24.48
5773,564,529,709,714,911,4.49,-24.51
5793,565,532,712,714,911,4.53,-24.49
5813,560,535,710,716,910,4.55,-24.47
5833,562,533,711,711,907,4.53,-24.45
5853,566,532,712,714,911,4.47,-24.40
5873,560,534,709,715,911,4.40,-24.35
5893,560,533,708,716,913,4.40,-24.33
5913,559,530,711,714,911,4.39,-24.33
5933,561,532,710,715,912,4.33,-24.28
5953,560,530,709,715,910,4.32,-24.27
5973,561,531,710,716,907,4.35,-24.34
5993,561,533,710,716,911,4.41,-24.37
6013,560,534,711,715,912,4.42,-24.33
6033,560,534,709,716,913,4.39,-24.27
6053,562,531,712,715,913,4.45,-24.18
6073,561,531,712,715,911,4.42,-24.19
6093,560,532,709,714,912,4.41,-24.23
6113,562,534,708,715,912,4.35,-24.22
6133,562,535,710,712,911,4.33,-24.20
6153,562,533,708,713,913,4.34,-24.17
6173,558,534,708,715,912,4.35,-24.17
6193,562,533,708,716,912,4.35,-24.20
6213,561,534,707,715,912,4.39,-24.24
6233,561,532,709,714,911,4.38,-24.25
6253,562,532,711,715,906,4.37,-24.26
6273,561,535,709,716,912,4.38,-24.30
6293,561,535,708,717,916,4.35,-24.22
6313,563,530,708,715,914,4.32,-24.17
6333,560,533,709,715,912,4.30,-24.19
6353,562,535,709,715,911,4.24,-24.16
6373,564,532,708,717,911,4.15,-24.09
6393,559,534,708,716,914,4.10,-23.98
6413,562,534,711,711,914,4.10,-23.94
6433,560,533,708,714,910,4.15,-23.95
6453,558,532,709,712,913,4.28,-23.97
6473,559,535,709,714,914,4.27,-23.98
6493,565,533,710,714,913,4.22,-24.00
6513,562,532,708,715,911,4.20,-23.99
6533,563,535,710,713,909,4.22,-24.08
6553,560,532,710,714,912,4.23,-24.07
6573,561,533,709,715,911,4.22,-24.01
6593,560,535,709,716,912,4.23,-24.00
6613,562,531,709,714,910,4.21,-23.96
6633,561,530,709,715,911,4.23,-23.94
6653,560,535,710,713,912,4.23,-23.96
6673,560,533,712,714,913,4.23,-24.02
6693,560,534,709,713,909,4.21,-23.98
6713,562,533,709,715,911,4.20,-23.93
6733,562,531,711,712,911,4.20,-23.95
6753,562,532,709,714,910,4.20,-24.03
6773,560,535,709,713,913,4.23,-24.03
6793,563,533,710,716,910,4.26,-24.01
6813,562,533,710,714,912,4.22,-24.00
6833,560,533,712,713,913,4.21,-24.01
6853,560,536,710,717,913,4.24,-24.04
6873,562,533,706,716,908,4.27,-24.08
6893,562,532,708,717,909,4.23,-24.10
6913,563,535,709,714,911,4.22,-24.06
6933,562,531,708,715,908,4.24,-24.04
6953,561,533,709,716,912,4.25,-24.03
6973,562,532,711,714,910,4.24,-24.01
6993,566,532,709,712,911,4.24,-23.99
7013,562,533,708,714,908,4.23,-23.94
7033,561,535,710,715,910,4.20,-23.90
7053,560,531,711,715,911,4.20,-23.95
7073,565,535,709,714,909,4.19,-23.99
7093,563,534,711,716,910,4.20,-24.03
7113,561,530,711,714,913,4.17,-24.02
7133,563,530,709,714,912,4.21,-24.02
7153,558,531,710,714,913,4.24,-24.07
7173,560,535,708,713,912,4.21,-24.12
7193,562,534,709,713,912,4.18,-24.12
7213,560,531,710,713,915,4.18,-24.09
7233,563,533,708,715,912,4.18,-24.03
7253,564,535,709,715,911,4.18,-23.97
7273,564,532,708,712,912,4.15,-23.96
7293,560,533,708,715,909,4.17,-23.97
7313,563,532,709,715,912,4.19,-23.99
7333,563,535,711,715,913,4.18,-23.99
7353,559,532,710,714,912,4.21,-23.97
7373,562,534,710,715,904,4.24,-24.03
7393,562,533,711,712,912,4.24,-24.05
7413,563,531,710,712,913,4.24,-24.00
7433,561,530,709,715,911,4.23,-23.94
7453,564,531,710,715,911,4.17,-23.95
7473,563,532,712,713,914,4.20,-23.95
7493,561,533,712,714,912,4.20,-23.93
7513,560,533,709,714,910,4.16,-23.86
7533,560,532,709,717,914,4.12,-23.71
7553,563,531,710,711,911,4.13,-23.68
7573,561,533,709,715,912,4.18,-23.73
7593,562,532,710,715,911,4.19,-23.78
7613,560,532,710,715,911,4.20,-23.77
7633,561,533,710,714,912,4.13,-23.74
7653,560,530,709,713,913,4.11,-23.74
7673,560,531,710,717,912,4.11,-23.80
7693,563,532,710,714,910,4.14,-23.81
7713,562,534,709,714,915,4.16,-23.81
7733,564,532,709,716,910,4.11,-23.80
