time_ms,a0,a1,a2,a3,a4,roll,pitch
3953,548,694,712,536,914,5.02,-23.20
3973,550,694,712,536,913,4.55,-22.49
3993,547,696,712,536,912,4.85,-22.42
4013,552,695,712,537,915,5.06,-22.13
4033,551,693,712,538,914,5.12,-21.84
4053,550,694,711,537,913,4.98,-21.84
4073,550,695,713,538,913,4.75,-22.07
4093,550,695,713,536,914,4.70,-22.48
4113,546,693,714,538,915,4.60,-22.83
4133,548,694,712,536,911,4.36,-23.25
4153,548,695,713,539,914,4.43,-23.68
4173,549,695,714,537,912,4.39,-23.97
4193,547,693,713,535,912,4.46,-24.02
4213,553,694,712,538,914,4.62,-23.83
4233,552,694,712,536,916,4.72,-23.42
4253,549,694,712,536,912,4.62,-23.19
4273,548,694,711,536,911,4.62,-22.93
4293,547,693,713,537,912,4.59,-22.72
4313,549,695,710,535,914,4.56,-22.67
4333,547,695,713,536,911,4.48,-22.79
4353,547,695,711,535,909,4.35,-22.88
4373,550,692,711,536,916,4.36,-23.03
4393,549,695,711,537,913,4.51,-23.18
4413,550,694,711,536,916,4.53,-23.32
4433,550,692,712,538,915,4.49,-23.35
4453,548,696,713,537,915,4.48,-23.36
4473,548,693,712,537,911,4.43,-23.22
4493,545,693,714,535,915,4.40,-23.07
4513,551,693,711,536,916,4.44,-22.97
4533,552,692,710,537,915,4.42,-22.82
4553,550,691,711,537,916,4.34,-22.73
4573,549,694,712,537,916,4.35,-22.65
4593,551,696,712,537,915,4.36,-22.63
4613,549,692,713,536,912,4.42,-22.61
4633,553,694,713,538,914,4.47,-22.53
4653,549,695,712,537,914,4.42,-22.52
4673,553,694,713,536,912,4.33,-22.44
4693,548,693,713,538,912,4.23,-22.45
4713,550,695,714,538,912,4.16,-22.41
4733,551,696,712,537,913,4.20,-22.49
4753,547,695,711,537,914,4.23,-22.70
4773,548,693,712,536,911,4.21,-22.90
4793,550,693,711,538,915,4.31,-22.95
4813,548,695,712,537,915,4.36,-23.06
4833,549,694,711,538,913,4.31,-23.17
4853,549,693,713,535,914,4.33,-23.18
4873,549,693,714,537,913,4.34,-23.07
4893,550,693,709,537,914,4.37,-22.99
4913,550,695,712,538,911,4.50,-22.97
4933,548,693,714,536,913,4.54,-22.87
4953,550,691,707,536,912,4.42,-22.82
4973,549,695,713,536,915,4.25,-22.77
4993,549,694,711,537,914,4.14,-22.76
5013,549,695,714,536,914,4.13,-22.74
5033,552,694,711,535,911,4.12,-22.76
5053,549,694,712,536,914,4.13,-22.88
5073,548,694,714,536,914,4.20,-23.01
5093,550,695,711,539,913,4.26,-23.09
5113,547,693,713,536,913,4.29,-23.12
5133,549,692,715,539,912,4.33,-23.10
5153,547,694,713,538,915,4.35,-23.10
5173,551,696,713,539,913,4.35,-23.04
5193,552,696,713,540,914,4.32,-22.89
5213,549,695,713,536,914,4.13,-22.84
5233,549,696,712,540,914,4.11,-22.80
5253,550,694,713,535,915,4.13,-22.76
5273,551,694,712,535,914,4.13,-22.71
5293,548,696,713,536,914,4.13,-22.64
5313,549,697,712,536,914,4.13,-22.57
5333,550,693,712,537,913,4.03,-22.54
5353,549,695,710,537,912,3.99,-22.54
5373,550,694,711,537,916,3.96,-22.53
5393,547,693,713,537,915,3.91,-22.53
5413,546,697,712,538,914,3.93,-22.58
5433,550,691,711,539,914,3.98,-22.66
5453,550,693,713,533,914,4.02,-22.74
5473,547,692,714,538,913,4.13,-22.78
5493,552,697,714,537,913,4.15,-22.81
5513,549,696,712,538,916,4.22,-22.88
5533,549,694,712,536,911,4.26,-22.96
5553,547,694,713,537,915,4.31,-22.92
5573,550,693,713,536,911,4.29,-22.83
5593,553,695,712,538,915,4.23,-22.79
5613,550,694,713,537,915,4.25,-22.67
5633,549,695,713,538,913,4.26,-22.60
5653,548,693,712,539,915,4.25,-22.57
5673,551,695,711,538,915,4.26,-22.54
5693,548,696,712,538,916,4.28,-22.54
5713,551,695,712,537,911,4.29,-22.54
5733,550,692,713,536,914,4.29,-22.57
5753,549,693,712,536,916,4.27,-22.63
5773,551,692,715,539,916,4.25,-22.66
5793,551,694,709,537,913,4.24,-22.67
5813,550,695,711,535,916,4.21,-22.68
5833,549,694,714,538,911,4.21,-22.70
5853,547,695,713,536,914,4.20,-22.74
5873,547,695,714,536,916,4.20,-22.72
5893,551,697,712,536,914,4.24,-22.66
5913,549,694,711,536,912,4.22,-22.61
5933,547,701,715,537,915,4.19,-22.58
5953,550,694,710,538,913,4.18,-22.51
5973,548,693,713,535,913,4.13,-22.52
5993,548,695,711,537,912,4.16,-22.58
6013,551,695,712,537,915,4.22,-22.62
6033,550,695,710,537,916,4.24,-22.65
6053,549,696,712,537,916,4.23,-22.65
6073,549,694,709,538,911,4.16,-22.70
6093,549,697,711,538,917,4.11,-22.72
6113,549,690,713,539,915,4.10,-22.71
6133,550,694,713,537,914,4.09,-22.79
6153,549,694,713,538,913,4.04,-22.94
6173,549,695,711,537,913,4.05,-23.06
6193,548,695,712,537,914,4.14,-23.16
6213,550,694,714,538,915,4.19,-23.21
6233,547,695,711,538,915,4.22,-23.28
6253,547,694,713,538,912,4.25,-23.30
6273,547,695,713,537,915,4.27,-23.30
6293,549,694,712,538,913,4.23,-23.32
6313,550,696,713,537,914,4.20,-23.29
6333,548,699,712,538,914,4.20,-23.25
6353,549,691,713,536,915,4.21,-23.21
6373,547,695,713,536,913,4.20,-23.14
6393,549,694,714,537,916,4.19,-23.07
6413,551,693,713,535,915,4.20,-23.03
6433,550,693,713,540,915,4.23,-23.03
6453,549,695,709,537,917,4.27,-23.00
6473,553,694,714,537,912,4.20,-23.00
6493,549,691,713,534,915,4.21,-22.84
6513,551,693,711,538,914,4.19,-22.64
6533,548,694,713,532,915,4.18,-22.52
6553,551,695,712,540,916,4.19,-22.45
6573,550,694,712,537,915,4.20,-22.46
6593,548,695,713,536,915,4.19,-22.51
6613,549,697,716,538,916,4.24,-22.58
6633,550,695,710,538,914,4.32,-22.53
6653,549,694,714,537,915,4.32,-22.56
6673,546,695,713,534,913,4.31,-22.46
6693,549,696,712,538,913,4.32,-22.28
6713,551,696,711,538,917,4.35,-22.09
6733,550,696,711,539,911,4.21,-21.94
6753,548,695,714,536,914,3.94,-21.80
6773,550,696,711,539,914,3.82,-21.75
6793,549,694,711,537,911,3.57,-21.78
6813,550,693,715,539,915,3.57,-21.70
6833,551,698,710,539,911,3.52,-21.59
6853,549,694,714,539,915,3.37,-21.49
6873,549,693,713,536,913,3.33,-21.46
6893,550,695,713,538,913,3.37,-21.45
6913,549,694,712,538,914,3.43,-21.50
6933,551,696,711,539,913,3.48,-21.54
6953,550,697,711,538,916,3.50,-21.58
6973,550,695,713,536,913,3.55,-21.68
6993,547,692,709,537,915,3.66,-21.82
7013,549,693,713,537,912,3.73,-21.95
7033,550,692,714,537,917,3.73,-22.08
7053,551,695,713,538,915,3.80,-22.18
7073,548,694,713,538,914,3.88,-22.25
7093,550,694,711,538,913,3.97,-22.35
7113,549,695,710,538,916,4.01,-22.41
7133,549,694,710,537,915,4.08,-22.49
7153,547,696,709,537,911,4.17,-22.60
7173,550,694,714,536,907,4.22,-22.68
7193,551,694,712,540,915,4.27,-22.72
7213,551,694,711,538,913,4.32,-22.77
7233,549,695,712,538,914,4.34,-22.81
7253,549,696,710,537,916,4.38,-22.86
7273,548,696,710,538,913,4.39,-22.84
7293,549,695,711,539,914,4.36,-22.77
7313,548,690,710,538,912,4.32,-22.74
7333,548,696,712,539,915,4.32,-22.70
7353,550,695,714,537,913,4.32,-22.65
7373,549,695,713,538,912,4.30,-22.65
7393,550,694,709,537,915,4.27,-22.75
7413,549,692,714,538,914,4.27,-22.88
7433,551,695,714,537,914,4.26,-22.97
7453,549,693,713,540,916,4.29,-23.05
