time_ms,a0,a1,a2,a3,a4,roll,pitch
3943,524,502,545,708,918,9.41,-25.66
3963,524,501,545,711,916,9.64,-26.04
3983,524,502,546,711,916,9.95,-26.11
4003,519,499,545,708,917,10.31,-26.07
4023,524,500,546,708,916,10.35,-25.80
4043,524,501,547,708,916,10.28,-25.85
4063,524,502,544,710,916,10.39,-26.05
4083,522,502,545,710,917,10.33,-26.10
4103,526,501,546,713,915,10.56,-26.25
4123,525,500,545,711,914,10.62,-26.05
4143,523,501,545,710,917,10.61,-25.93
4163,525,500,545,712,917,10.52,-26.00
4183,524,503,547,708,916,10.58,-26.13
4203,523,501,545,709,913,10.59,-26.06
4223,523,501,543,712,915,10.53,-25.84
4243,524,501,544,713,914,10.38,-25.63
4263,522,503,546,709,916,10.41,-25.57
4283,517,500,542,710,915,10.47,-25.49
4303,521,502,544,710,916,10.27,-25.38
4323,520,499,544,707,913,10.46,-25.37
4343,524,494,548,708,915,10.61,-26.24
4363,524,501,546,707,918,10.61,-26.10
4383,523,500,543,708,916,10.49,-26.16
4403,523,499,543,714,915,10.35,-26.20
4423,525,502,548,709,917,10.30,-26.19
4443,523,502,546,712,915,10.25,-26.25
4463,520,501,546,711,915,10.22,-26.27
4483,521,502,546,707,914,10.25,-26.24
4503,523,502,546,707,915,10.23,-26.11
4523,523,503,544,707,916,10.27,-25.89
4543,523,502,541,709,910,10.19,-25.79
4563,524,501,542,710,913,10.23,-25.76
4583,523,501,547,706,917,10.24,-25.59
4603,525,501,544,710,917,10.19,-25.46
4623,526,501,546,709,918,10.14,-25.36
4643,523,501,542,709,917,10.16,-25.27
4663,524,503,549,706,915,10.14,-25.31
4683,525,498,547,711,916,10.13,-25.41
4703,523,503,547,709,918,10.08,-25.42
4723,522,503,546,711,915,10.08,-25.30
4743,524,501,547,711,915,10.09,-25.36
4763,524,503,546,711,913,10.11,-25.41
4783,521,498,547,710,919,10.07,-25.40
4803,523,499,546,709,916,10.04,-25.36
4823,523,501,546,712,914,10.05,-25.34
4843,522,502,547,709,915,10.08,-25.32
4863,521,498,545,710,917,10.04,-25.33
4883,525,501,548,707,917,9.97,-25.42
4903,521,501,545,708,914,9.94,-25.51
4923,523,500,548,710,916,9.86,-25.58
4943,525,500,543,711,916,9.72,-25.53
4963,523,501,548,710,917,9.74,-25.50
4983,523,500,546,710,915,9.72,-25.37
5003,524,502,546,710,918,9.79,-25.34
5023,523,501,547,708,917,9.84,-25.20
5043,522,501,545,710,917,9.81,-25.13
5063,523,505,545,710,914,9.80,-25.13
5083,521,500,548,710,915,9.77,-25.20
5103,523,503,547,710,915,9.74,-25.27
5123,521,501,543,708,915,9.67,-25.33
5143,521,503,544,709,914,9.57,-25.36
5163,522,501,547,709,917,9.54,-25.39
5183,525,500,545,714,917,9.54,-25.48
5203,522,503,546,709,917,9.56,-25.27
5223,521,501,544,710,918,9.57,-25.36
5243,523,501,545,711,915,9.63,-25.42
5263,519,501,546,711,915,9.62,-25.41
5283,525,502,544,709,917,9.66,-25.51
5303,522,502,546,711,915,9.68,-25.48
5323,523,500,546,708,916,9.68,-25.43
5343,524,504,549,709,917,9.67,-25.36
5363,525,501,547,710,915,9.64,-25.32
5383,522,503,544,709,918,9.60,-25.33
5403,522,502,544,710,914,9.60,-25.38
5423,522,501,548,711,916,9.64,-25.40
5443,523,502,546,708,915,9.62,-25.47
5463,522,502,546,710,910,9.76,-25.34
5483,524,501,545,707,916,9.75,-25.41
5503,524,500,547,708,913,9.71,-25.40
5523,522,502,545,710,917,9.63,-25.39
5543,524,501,545,710,913,9.62,-25.32
5563,523,500,545,711,912,9.61,-25.20
5583,522,501,545,709,917,9.54,-25.16
5603,521,505,547,709,912,9.51,-25.13
5623,522,502,547,711,916,9.49,-25.13
5643,520,502,544,705,916,9.48,-25.18
5663,524,500,543,710,912,9.51,-25.27
5683,522,500,545,711,914,9.51,-25.35
5703,526,501,545,713,914,9.53,-25.45
5723,523,501,547,710,917,9.54,-25.48
5743,523,501,545,710,916,9.51,-25.52
5763,525,500,545,711,914,9.53,-25.50
5783,521,503,545,709,917,9.53,-25.53
5803,523,500,545,709,915,9.57,-25.51
5823,520,501,545,706,910,9.57,-25.49
5843,524,502,546,708,915,9.56,-25.52
5863,522,503,545,709,911,9.57,-25.54
5883,523,503,546,711,913,9.62,-25.56
5903,526,502,543,707,916,9.66,-25.56
5923,522,499,546,709,915,9.68,-25.53
5943,521,500,546,709,917,9.67,-25.49
5963,523,501,544,711,913,9.64,-25.54
5983,523,501,543,707,919,9.66,-25.57
6003,521,501,545,710,914,9.68,-25.57
6023,525,507,545,709,914,9.68,-25.59
6043,526,502,544,709,916,9.67,-25.64
6063,522,502,545,709,917,9.67,-25.73
6083,523,501,545,709,915,9.65,-25.84
6103,523,501,544,711,917,9.61,-25.95
6123,520,500,546,708,916,9.61,-26.05
6143,521,502,547,709,912,9.60,-26.08
6163,522,504,546,710,914,9.61,-26.10
6183,524,502,543,711,913,9.65,-26.06
6203,521,502,546,708,914,9.69,-25.96
6223,523,504,548,711,914,9.71,-25.85
6243,521,500,547,709,917,9.72,-25.80
6263,522,501,545,709,915,9.74,-25.76
6283,524,501,545,709,917,9.74,-25.75
6303,524,502,544,709,917,9.75,-25.74
6323,520,499,544,709,916,9.75,-25.76
6343,525,502,546,709,914,9.76,-25.74
6363,525,500,545,709,916,9.77,-25.76
6383,520,498,545,708,916,9.73,-25.75
6403,523,500,547,710,915,9.74,-25.82
6423,521,504,545,708,916,9.75,-25.87
6443,523,500,546,709,916,9.75,-25.92
6463,522,503,541,709,913,9.71,-25.99
6483,521,503,547,710,917,9.65,-26.04
6503,521,501,546,706,917,9.58,-26.20
6523,523,502,547,708,914,9.60,-26.27
6543,523,500,546,708,916,9.65,-26.28
6563,521,502,547,708,918,9.68,-26.24
6583,524,501,548,709,916,9.67,-26.24
6603,525,502,547,711,911,9.72,-26.19
6623,520,501,547,710,915,9.73,-26.06
6643,521,504,546,710,915,9.61,-26.10
6663,521,501,546,709,915,9.62,-25.98
6683,522,502,546,707,918,9.63,-25.83
6703,527,504,544,708,916,9.72,-25.96
6723,521,503,546,708,916,9.76,-25.89
6743,522,501,545,711,913,9.74,-25.86
6763,523,502,545,709,919,9.72,-25.84
6783,520,503,547,707,916,9.73,-25.86
6803,520,502,543,709,916,9.75,-25.92
6823,524,503,542,710,915,9.75,-25.94
6843,524,504,546,709,916,9.73,-25.93
6863,524,502,545,708,918,9.74,-25.90
6883,523,503,543,712,916,9.77,-25.89
6903,521,502,545,706,920,9.75,-25.88
6923,523,501,545,709,915,9.73,-25.89
6943,522,502,545,706,915,9.70,-25.78
6963,520,501,543,708,915,9.71,-25.66
6983,523,498,546,708,915,9.83,-25.47
7003,521,502,545,710,915,9.80,-25.34
7023,523,500,545,709,916,9.75,-25.26
7043,521,500,545,708,915,9.68,-25.26
7063,521,504,548,707,915,9.60,-25.33
7083,522,501,546,709,916,9.63,-25.31
7103,523,502,545,710,917,9.65,-25.33
7123,521,501,547,708,916,9.67,-25.37
7143,523,501,547,709,914,9.68,-25.49
7163,522,502,547,711,916,9.68,-25.59
7183,521,504,542,710,917,9.61,-25.65
7203,522,502,544,708,914,9.61,-25.69
7223,522,504,546,709,916,9.60,-25.65
7243,520,501,547,709,915,9.58,-25.57
7263,524,502,547,710,915,9.51,-25.56
7283,521,503,545,709,910,9.46,-25.55
7303,523,502,541,708,916,9.47,-25.54
7323,524,503,545,710,914,9.46,-25.57
7343,523,501,546,709,913,9.49,-25.53
7363,524,504,545,709,916,9.52,-25.46
7383,527,505,546,709,916,9.48,-25.39
7403,524,501,545,710,913,9.47,-25.31
7423,525,502,545,711,913,9.40,-25.28
7443,527,503,543,710,916,9.46,-25.19
7463,524,502,548,709,916,9.42,-25.26
7483,521,503,547,707,916,9.46,-25.28
7503,524,502,545,711,916,9.52,-25.36
7523,526,503,546,711,915,9.58,-25.44
7543,523,502,547,709,915,9.63,-25.45
7563,527,499,546,708,913,9.59,-25.53
7583,521,501,545,710,916,9.62,-25.53
7603,522,501,545,707,916,9.56,-25.39
7623,524,503,545,710,916,9.44,-25.32
7643,519,505,546,708,917,9.37,-25.24
7663,523,501,547,709,916,9.30,-25.30
7683,525,504,546,712,916,9.28,-25.17
7703,526,503,543,711,915,9.22,-25.12
7723,525,501,545,710,917,9.19,-25.11
7743,522,501,546,707,915,9.18,-25.10
7763,525,501,546,711,915,9.16,-25.07
7783,523,504,545,710,919,9.11,-25.05
7803,523,499,547,710,914,9.08,-25.08
7823,526,503,545,711,917,9.05,-25.11
7843,521,505,544,708,917,9.00,-25.14
7863,523,504,546,710,915,8.95,-25.16
7883,522,502,544,710,916,8.91,-25.19
7903,521,502,545,709,915,8.94,-25.24
7923,525,503,543,711,917,8.95,-25.26
7943,523,502,544,709,918,8.96,-25.32
7963,523,501,547,709,914,9.02,-25.32
7983,525,503,546,712,916,9.08,-25.34
8003,521,505,545,710,915,9.08,-25.34
8023,518,499,548,710,915,9.09,-25.22
8043,523,502,546,710,916,9.03,-25.17
8063,520,503,544,711,914,8.93,-25.26
8083,522,502,546,709,915,8.92,-25.32
8103,525,499,547,709,917,8.90,-25.40
8123,519,503,545,709,915,8.87,-25.43
8143,523,502,547,707,914,8.90,-25.48
8163,522,506,547,710,916,8.93,-25.55
8183,523,502,546,710,918,8.83,-25.63
8203,523,502,544,708,916,8.82,-25.62
8223,522,499,549,709,916,8.80,-25.56
8243,521,503,547,710,917,8.78,-25.46
8263,522,501,546,711,915,8.79,-25.37
8283,524,502,544,710,917,8.83,-25.27
8303,522,500,548,707,915,8.85,-25.19
8323,522,504,546,709,915,8.85,-25.09
8343,522,501,545,712,914,8.82,-25.09
8363,520,504,546,710,915,8.90,-25.05
8383,522,503,547,710,915,8.89,-25.00
8403,521,504,546,708,916,8.81,-25.04
8423,522,502,545,709,914,8.78,-25.04
8443,524,505,546,710,915,8.79,-25.02
8463,522,501,545,708,916,8.77,-25.04
8483,520,503,547,710,917,8.75,-25.03
8503,521,501,545,709,914,8.78,-25.01
8523,522,505,545,709,915,8.76,-25.03
8543,523,502,545,709,915,8.77,-25.07
8563,522,500,546,708,915,8.79,-25.11
8583,523,504,548,708,913,8.81,-25.09
8603,524,501,550,708,915,8.80,-25.05
8623,523,502,547,708,916,8.77,-25.09
8643,523,504,544,709,914,8.77,-25.11
8663,524,503,547,709,919,8.71,-25.14
8683,520,503,544,710,914,8.65,-25.17
8703,521,502,545,711,916,8.62,-25.20
8723,522,500,545,709,916,8.63,-25.23
8743,523,502,543,708,913,8.64,-25.21
8763,522,502,545,710,915,8.65,-25.22
8783,524,503,547,707,916,8.60,-25.25
8803,524,502,547,707,918,8.57,-25.28
8823,523,499,549,707,915,8.61,-25.32
8843,521,502,547,709,915,8.58,-25.41
8863,524,503,548,707,917,8.60,-25.40
8883,523,504,546,710,915,8.59,-25.37
8903,520,502,544,709,916,8.63,-25.32
8923,524,503,546,710,915,8.69,-25.30
8943,522,503,546,710,912,8.69,-25.35
8963,519,502,547,709,917,8.66,-25.39
8983,522,504,546,711,917,8.67,-25.46
9003,521,503,547,709,915,8.67,-25.52
9023,521,502,545,710,914,8.73,-25.55
9043,525,505,547,710,917,8.76,-25.59
