time_ms,a0,a1,a2,a3,a4,roll,pitch
3943,288,430,504,705,910,10.97,-19.76
3963,289,431,506,704,912,11.74,-19.90
3983,287,432,507,706,911,12.01,-20.17
4003,288,433,506,702,913,12.17,-20.32
4023,292,430,506,705,910,12.28,-20.49
4043,290,433,506,705,914,12.23,-20.60
4063,290,431,506,708,911,12.06,-20.69
4083,291,431,505,705,911,12.02,-20.87
4103,288,431,505,704,911,11.95,-20.92
4123,289,434,504,706,912,11.99,-20.89
4143,285,430,505,705,911,11.82,-20.83
4163,290,431,508,702,912,11.94,-20.79
4183,288,431,507,706,911,12.13,-20.85
4203,287,434,506,707,909,12.14,-20.95
4223,292,431,504,705,913,12.13,-20.90
4243,289,430,506,705,912,12.07,-20.73
4263,289,433,505,706,911,12.00,-20.77
4283,289,428,509,706,914,11.97,-20.74
4303,285,431,501,705,914,11.91,-20.66
4323,288,435,505,704,907,11.89,-20.56
4343,284,432,505,707,910,11.88,-20.60
4363,287,430,505,705,910,11.91,-20.73
4383,292,432,506,704,912,11.99,-20.76
4403,292,432,503,706,908,12.02,-20.56
4423,289,428,506,706,909,12.02,-20.43
4443,290,436,506,705,911,11.89,-20.58
4463,289,432,504,705,910,11.85,-20.59
4483,289,432,505,705,913,11.84,-20.62
4503,290,429,506,704,913,11.83,-20.67
4523,289,432,504,706,912,11.86,-20.63
4543,286,432,508,705,913,11.87,-20.60
4563,289,431,506,705,914,11.92,-20.56
4583,290,434,506,706,912,11.93,-20.62
4603,290,434,505,708,914,11.93,-20.68
4623,286,434,506,705,912,11.98,-20.72
4643,292,432,505,706,911,11.93,-20.61
4663,289,432,505,705,916,11.85,-20.56
4683,291,431,507,707,914,11.85,-20.59
4703,289,433,506,703,911,11.90,-20.59
4723,289,431,506,707,911,11.93,-20.59
4743,286,434,505,705,909,11.95,-20.57
4763,287,435,506,707,911,11.99,-20.62
4783,293,434,506,706,914,11.99,-20.72
4803,285,434,505,704,910,11.96,-20.76
4823,291,432,507,705,909,11.98,-20.81
4843,290,431,505,704,913,11.98,-20.82
4863,287,429,506,705,911,11.98,-20.79
4883,289,433,504,705,913,12.02,-20.73
4903,292,433,507,705,912,12.02,-20.63
4923,285,433,506,707,912,12.00,-20.65
4943,290,433,506,704,914,11.95,-20.72
4963,288,434,504,704,913,12.00,-20.69
4983,291,434,507,705,913,12.03,-20.73
5003,290,432,505,706,910,12.05,-20.78
5023,289,430,507,706,915,12.06,-20.81
5043,291,432,504,704,910,12.05,-20.80
5063,287,431,507,705,915,12.00,-20.73
5083,286,434,508,706,910,12.04,-20.70
5103,289,428,506,703,907,12.05,-20.76
5123,293,429,507,703,913,12.10,-20.83
5143,289,434,504,706,910,12.12,-20.89
5163,289,435,508,705,913,12.12,-20.87
5183,292,430,507,706,911,12.21,-20.88
5203,292,435,507,706,910,12.31,-20.91
5223,291,433,506,705,911,12.29,-20.97
5243,295,435,505,706,912,12.20,-21.01
5263,294,431,506,704,913,12.17,-20.97
5283,293,432,505,706,910,12.16,-20.91
5303,297,429,507,703,912,12.17,-20.82
5323,296,433,506,704,911,12.19,-20.78
5343,292,431,508,706,911,12.14,-20.75
5363,292,432,505,703,912,12.06,-20.72
5383,297,433,504,706,910,12.08,-20.62
5403,298,436,506,707,910,12.12,-20.55
5423,289,436,505,705,913,12.11,-20.55
5443,298,432,506,705,911,12.06,-20.62
5463,294,436,506,705,910,12.02,-20.64
5483,297,432,507,707,910,12.01,-20.64
5503,294,431,506,704,910,12.03,-20.66
