time_ms,a0,a1,a2,a3,a4,roll,pitch
3973,280,403,484,474,826,11.54,-18.95
3993,278,405,484,474,826,11.88,-19.14
4013,279,404,483,478,825,12.02,-19.25
4033,278,405,484,475,829,12.08,-19.35
4053,283,405,486,477,828,12.07,-19.33
4073,281,402,487,475,828,12.21,-19.43
4093,282,403,486,479,822,12.28,-19.42
4113,278,405,485,478,826,12.35,-19.43
4133,286,406,487,476,828,12.48,-19.49
4153,279,404,485,474,828,12.56,-19.35
4173,282,408,488,478,826,12.45,-19.30
4193,280,406,485,478,830,12.45,-19.32
4213,282,404,486,478,827,12.42,-19.36
4233,278,402,485,477,824,12.38,-19.32
4253,281,406,487,479,827,11.87,-19.21
4273,280,405,485,479,829,11.86,-19.30
4293,285,405,486,476,828,11.90,-19.45
4313,283,404,486,475,824,12.06,-19.39
4333,281,404,484,479,828,12.10,-19.38
4353,278,405,487,475,828,12.06,-19.38
4373,277,408,484,476,831,12.04,-19.24
4393,282,406,487,478,828,12.04,-19.27
4413,280,405,487,476,828,12.23,-19.29
4433,279,406,484,479,830,12.26,-19.29
4453,280,405,486,478,827,12.28,-19.43
4473,280,402,482,479,828,12.24,-19.35
4493,279,404,487,478,824,12.26,-19.39
4513,278,404,488,478,824,12.23,-19.35
4533,280,406,488,475,829,12.20,-19.36
4553,281,406,486,477,826,12.19,-19.42
4573,280,405,487,480,828,12.19,-19.48
4593,284,405,485,477,828,12.19,-19.55
4613,280,407,486,478,825,12.17,-19.61
4633,280,407,486,480,827,12.21,-19.55
4653,280,403,483,478,828,12.18,-19.51
4673,280,410,486,479,830,12.14,-19.54
4693,280,406,486,478,826,12.13,-19.50
4713,278,409,486,476,823,12.12,-19.51
4733,277,405,487,476,827,12.11,-19.58
4753,278,406,485,476,826,12.19,-19.45
4773,281,404,484,476,828,12.17,-19.46
4793,281,404,487,480,826,12.13,-19.44
4813,280,407,487,475,826,12.11,-19.41
4833,285,402,485,474,828,12.07,-19.45
4853,285,402,487,480,823,12.00,-19.52
4873,282,404,487,476,827,12.03,-19.46
4893,282,406,485,478,827,12.04,-19.50
4913,281,405,488,478,825,12.06,-19.52
4933,282,400,488,476,827,12.03,-19.52
4953,285,401,486,478,823,12.01,-19.54
4973,281,402,486,475,830,11.98,-19.48
4993,285,399,487,476,828,11.99,-19.44
5013,282,407,483,478,831,11.97,-19.40
5033,279,405,485,475,825,12.01,-19.48
5053,283,406,486,478,827,11.99,-19.52
5073,280,404,486,479,826,11.94,-19.61
5093,278,405,485,477,826,12.01,-19.43
5113,282,405,486,475,824,12.09,-19.49
5133,281,405,484,476,827,12.13,-19.55
5153,285,407,485,477,827,12.16,-19.58
5173,283,404,485,478,827,12.15,-19.64
5193,283,405,482,476,824,12.14,-19.64
5213,277,405,488,479,828,12.13,-19.59
5233,284,404,486,478,827,12.10,-19.52
5253,285,407,488,480,827,12.12,-19.53
5273,285,407,489,477,826,12.10,-19.64
5293,281,407,489,477,827,12.09,-19.74
5313,279,405,486,477,826,12.11,-19.82
5333,280,411,486,478,828,12.12,-19.89
5353,280,404,483,479,827,12.06,-19.87
5373,282,408,486,479,829,12.04,-19.77
5393,283,408,485,478,829,12.03,-19.67
5413,281,406,489,478,825,11.97,-19.78
5433,281,407,484,479,827,11.97,-19.76
5453,283,409,487,479,827,11.98,-19.83
5473,283,401,488,479,826,12.00,-19.89
5493,280,407,488,478,830,12.09,-19.79
5513,280,409,485,478,825,12.12,-19.78
5533,280,406,487,478,828,12.10,-19.76
5553,279,409,485,478,826,12.10,-19.72
5573,279,409,487,480,827,12.09,-19.68
5593,276,406,487,477,827,12.08,-19.64
5613,283,403,489,477,829,12.07,-19.64
5633,280,405,487,479,827,12.00,-19.58
5653,279,408,485,478,827,11.98,-19.58
5673,285,407,485,480,827,11.97,-19.56
5693,283,406,487,476,826,11.96,-19.54
5713,282,407,486,477,831,11.93,-19.54
5733,283,406,486,476,826,11.95,-19.54
5753,282,409,487,480,827,11.93,-19.59
5773,282,407,485,478,828,11.92,-19.63
5793,285,404,486,480,827,11.89,-19.68
5813,283,407,485,477,827,11.87,-19.66
5833,281,405,487,478,825,11.87,-19.63
5853,279,408,485,479,828,11.89,-19.56
5873,282,407,489,476,827,11.88,-19.51
5893,280,405,488,479,828,11.90,-19.48
5913,282,407,486,479,827,11.88,-19.52
5933,283,408,483,479,828,11.88,-19.56
5953,281,407,487,479,828,11.86,-19.58
5973,284,404,486,479,828,11.86,-19.59
5993,281,405,487,477,826,11.86,-19.62
6013,280,409,486,478,828,11.90,-19.60
6033,284,407,486,477,826,11.90,-19.60
6053,281,408,491,477,828,11.88,-19.58
6073,282,408,485,476,825,11.85,-19.57
6093,285,402,486,479,828,11.81,-19.53
6113,281,407,486,480,827,11.80,-19.47
6133,285,405,484,477,829,11.75,-19.42
6153,283,406,484,479,828,11.76,-19.37
6173,283,406,483,477,826,11.76,-19.34
6193,282,408,485,476,828,11.76,-19.34
6213,282,405,487,479,825,11.76,-19.39
6233,283,404,485,473,829,11.77,-19.44
6253,279,407,484,478,826,11.79,-19.47
6273,282,405,485,477,826,11.80,-19.47
6293,284,407,487,477,827,11.81,-19.43
6313,281,404,484,478,830,11.83,-19.38
6333,283,406,485,481,825,11.80,-19.32
6353,283,408,488,478,825,11.77,-19.29
6373,281,407,487,477,828,11.78,-19.32
6393,285,407,485,481,828,11.79,-19.35
6413,283,407,486,480,826,11.80,-19.38
6433,282,407,485,476,827,11.82,-19.41
6453,285,402,487,478,826,11.81,-19.44
6473,282,410,486,476,821,11.83,-19.45
6493,284,405,485,480,827,11.82,-19.46
6513,286,408,487,477,827,11.83,-19.45
6533,285,409,484,480,826,11.80,-19.46
6553,280,405,486,477,828,11.78,-19.47
6573,280,408,485,478,825,11.75,-19.48
6593,282,406,487,480,828,11.74,-19.53
6613,275,405,487,477,827,11.73,-19.54
6633,273,409,488,478,826,11.75,-19.55
6653,278,407,485,479,829,11.78,-19.60
6673,272,405,486,476,826,11.82,-19.69
6693,275,407,486,476,827,11.87,-19.77
6713,274,407,484,479,826,11.86,-19.80
6733,276,407,488,475,828,11.85,-19.77
6753,276,407,486,479,826,11.87,-19.72
6773,275,406,488,477,825,11.86,-19.67
6793,276,407,487,474,826,11.86,-19.67
6813,279,405,485,477,827,11.89,-19.67
6833,276,407,487,481,828,11.88,-19.70
6853,279,404,485,478,830,11.88,-19.72
6873,279,406,483,479,825,11.88,-19.73
6893,275,404,486,479,826,11.87,-19.71
6913,279,406,486,480,827,11.86,-19.68
6933,279,407,485,478,829,11.85,-19.63
6953,280,408,486,480,826,11.85,-19.62
6973,275,408,487,480,828,11.83,-19.59
6993,277,405,487,479,827,11.87,-19.62
7013,282,407,487,481,828,11.89,-19.68
7033,279,405,487,480,827,11.92,-19.74
